Elspot volumes in {0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elspot volumes in MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 31-12-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hours,Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,FRE Buy,FRE Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
01-01-2018,00 - 01,"39676,5","5021,7","1718,1","4374,9","5947,6","3075,5","1628,7","1948,0","1736,2","2170,5","2282,8","1377,7","1746,3","1742,8","2997,8","8569,7","10552,7","2382,8","1063,7","6565,6","5006,8","0,0","0,0","1093,8","3720,8","1196,7","1283,0","691,1","867,1","637,5","494,2","1000,4","802,9"
01-01-2018,01 - 02,"39492,2","4927,1","1719,3","4786,4","6211,3","3066,9","1636,0","1911,7","1746,5","2151,3","2300,9","1367,4","1463,0","1717,9","2789,4","8366,2","10489,5","2300,7","1065,8","6301,0","5043,4","0,0","0,0","1214,7","3759,5","1151,2","1292,2","660,6","877,4","602,1","352,5","1023,4","801,9"
01-01-2018,02 - 03,"38381,8","4852,4","1715,0","4520,7","5318,2","3038,9","1612,8","1904,6","1719,2","2131,3","2242,1","1356,7","1429,4","1693,9","2709,3","8256,6","10448,0","2256,2","1243,2","6131,9","4985,3","0,0","0,0","1210,9","3665,8","1089,8","1343,0","644,8","884,9","582,0","354,5","1023,5","1023,5"
01-01-2018,03 - 04,"37492,3","4785,3","1702,3","4161,5","4861,1","3002,2","1530,7","1894,4","1559,9","2108,3","2013,3","1349,3","1365,7","1674,0","2650,8","8121,9","10438,2","2214,4","1321,6","6054,3","4906,6","0,0","0,0","1157,4","3663,9","1034,3","1393,6","634,1","887,2","565,2","355,4","1007,3","1122,9"
01-01-2018,04 - 05,"37443,1","4777,8","1702,4","4254,0","4568,5","2980,7","1535,6","1883,2","1565,2","2105,4","2016,8","1353,4","1363,0","1678,1","2649,6","8093,3","10431,8","2188,7","1459,2","6099,3","4877,5","0,0","0,0","1115,8","3653,4","978,4","1427,4","638,2","890,7","568,1","371,0","1010,9","1213,2"
01-01-2018,05 - 06,"37742,3","4826,5","1721,3","4201,2","4557,6","2961,7","1525,8","1883,9","1569,8","2114,2","2018,0","1354,9","1568,3","1695,6","2687,9","8201,4","10347,6","2188,8","1465,9","6290,4","4895,0","0,0","0,0","1143,2","3519,3","933,9","1470,9","652,0","880,0","573,3","612,0","1049,1","1230,7"
01-01-2018,06 - 07,"39522,7","5530,7","2367,2","4360,0","4674,0","3020,0","1560,5","1905,9","1574,7","2134,5","2198,7","1378,4","1852,7","2216,6","3012,2","8406,9","10437,6","2224,4","1228,9","6364,8","5390,7","0,0","0,0","1208,9","3598,0","933,8","1531,7","676,5","840,1","604,6","699,0","1072,5","1072,5"
01-01-2018,07 - 08,"41183,8","5770,7","2503,3","5020,7","5137,2","3066,8","1605,9","1921,2","1632,1","2163,0","2473,9","1396,9","1874,1","2212,1","3527,1","8718,6","10466,0","2302,0","1424,1","6619,4","5527,4","0,0","0,0","1183,3","3379,6","953,8","1608,7","701,5","870,6","627,6","783,6","1103,3","947,3"
01-01-2018,08 - 09,"41807,7","5906,7","2519,8","4761,0","5124,0","3087,6","1638,4","1967,5","1629,8","2191,3","2403,1","1419,3","1981,3","2454,4","3896,3","8958,9","10456,4","2308,4","1434,0","6708,9","5562,1","0,0","0,0","1183,7","3369,5","984,6","1654,2","704,2","870,9","653,8","871,8","1150,1","1028,8"
01-01-2018,09 - 10,"42568,9","6033,5","2522,6","4836,7","5349,5","3127,3","1677,3","2022,8","1644,3","2209,2","2403,8","1430,5","2080,2","2491,2","4134,6","9145,6","10499,7","2339,3","1486,5","6837,0","5541,4","0,0","0,0","1173,1","3393,1","1048,2","1674,0","740,6","863,7","683,4","929,6","1220,6","1138,7"
01-01-2018,10 - 11,"43991,5","6133,8","2482,6","5298,6","5715,4","3180,4","1697,0","2078,4","1784,0","2244,0","2567,2","1437,6","2420,1","2494,1","4577,3","9319,3","10604,1","2432,6","1324,3","6972,6","5710,7","0,0","0,0","1210,9","3527,8","1140,7","1685,0","763,6","862,1","712,1","927,1","1299,9","833,9"
01-01-2018,11 - 12,"44684,4","6203,0","2455,8","5332,2","5832,0","3228,3","1772,4","2110,2","1788,8","2298,3","2641,0","1446,7","2638,8","2492,9","4605,0","9508,0","10637,3","2465,9","1334,6","7088,6","5786,2","0,0","0,0","1203,9","3615,2","1210,3","1681,3","779,3","852,0","735,2","973,4","1321,8","810,8"
01-01-2018,12 - 13,"44761,3","6231,4","2467,5","5332,5","5906,6","3258,9","1806,2","2126,6","1789,1","2312,0","2673,0","1471,3","2384,7","2008,0","4532,8","9621,5","10583,5","2501,2","1346,7","7143,3","5741,8","0,0","0,0","1355,0","3933,0","1246,2","1704,2","787,6","844,8","740,3","973,1","1337,1","785,9"
01-01-2018,13 - 14,"45040,6","6238,5","2444,8","5335,2","5987,1","3273,8","1807,1","2152,8","1792,7","2308,9","2682,5","1486,8","2456,8","2024,4","4556,3","9666,8","10589,9","2516,8","1345,4","7224,7","5838,4","0,0","0,0","1403,4","3973,4","1282,1","1703,8","798,8","842,8","737,3","989,5","1342,1","781,9"
01-01-2018,14 - 15,"45617,8","6259,1","2448,1","5330,1","6052,2","3313,3","1801,1","2172,5","1787,1","2320,4","2680,9","1500,6","2654,0","2055,9","4611,1","9768,1","10642,2","2537,0","1337,1","7455,3","6004,8","0,0","0,0","1493,1","4074,1","1300,2","1712,4","828,4","839,8","751,1","1020,3","1356,0","775,9"
01-01-2018,15 - 16,"46859,9","6337,8","2506,8","5363,0","6713,8","3380,1","1860,4","2165,8","1810,2","2350,6","2738,0","1525,3","2918,9","2106,7","4718,1","10076,1","10666,5","2798,9","1325,6","7735,0","5997,4","0,0","0,0","1434,4","4073,4","1336,2","1704,2","875,5","899,0","814,6","1050,8","1431,0","747,9"
01-01-2018,16 - 17,"48203,4","6461,6","2569,4","5456,2","6989,9","3409,2","1889,3","2142,8","2138,5","2400,4","2983,4","1535,4","3151,7","2164,1","4761,1","10294,7","10690,8","3277,8","1317,5","7826,2","6057,1","0,0","0,0","1527,6","4135,0","1473,5","1692,9","875,2","909,1","844,5","1143,2","1472,6","732,9"
01-01-2018,17 - 18,"48898,5","6440,2","2593,0","5478,9","7144,2","3402,8","2179,2","2113,9","2264,4","2401,3","3218,5","1538,6","3226,9","2166,5","4922,8","10255,3","10727,8","3411,4","1313,3","7868,6","6073,4","0,0","0,0","1574,8","3749,4","1586,6","1658,8","868,0","922,7","830,5","1147,0","1948,8","744,8"
01-01-2018,18 - 19,"48424,5","6397,3","2583,7","5486,3","7084,4","3404,8","2005,8","2093,3","2224,0","2396,8","3119,7","1535,7","3192,4","2107,0","4918,4","10125,2","10749,1","3367,6","1336,1","7858,4","6059,2","0,0","0,0","1505,1","3684,9","1585,5","1624,4","847,2","938,2","808,0","1152,4","1927,4","772,9"
01-01-2018,19 - 20,"47390,0","6317,0","2545,9","5453,2","6942,4","3380,0","1910,1","2075,7","2110,2","2378,4","2871,0","1502,9","3096,1","2083,2","4854,4","9899,2","10769,1","3315,5","1415,0","7677,7","6005,7","0,0","0,0","1421,4","3543,7","1510,9","1559,1","829,1","948,5","791,8","1131,4","1852,5","785,9"
01-01-2018,20 - 21,"46248,7","6220,0","2538,7","5428,3","6818,9","3371,4","1870,6","2064,0","1887,9","2356,4","2756,6","1482,0","2972,1","2065,4","4688,3","9594,8","10785,6","3281,6","1436,2","7427,4","5908,4","0,0","0,0","1320,2","3348,8","1440,6","1493,7","804,2","956,3","760,8","1139,7","1775,6","790,9"
01-01-2018,21 - 22,"45403,6","6081,8","2537,0","5289,6","6533,9","3339,1","1798,1","2065,9","1760,2","2316,8","2656,3","1468,8","2868,8","2020,6","4630,1","9238,4","10832,4","3137,4","1483,9","7678,0","5766,9","0,0","0,0","1265,5","3397,2","1361,6","1442,2","760,6","965,6","696,5","898,5","1674,4","823,9"
01-01-2018,22 - 23,"43735,7","5805,1","2434,8","4727,9","5602,6","3306,0","1708,6","2130,4","1712,2","2277,4","2528,4","1434,6","2692,8","2043,1","4541,3","8932,6","10859,9","3029,9","1519,7","7657,7","5716,8","0,0","0,0","1203,9","3356,0","1273,2","1412,7","719,0","917,6","634,0","736,8","1569,6","1004,2"
01-01-2018,23 - 00,"41684,3","5486,3","2215,3","4486,9","5362,0","3289,3","1700,4","2093,9","1632,8","2207,3","2322,1","1394,3","2377,6","2000,2","3802,5","8641,4","10791,7","2824,9","1496,5","7296,2","5482,5","0,0","0,0","1106,8","3234,2","1213,5","1387,4","674,8","925,7","604,2","708,5","1088,1","983,8"
02-01-2018,00 - 01,"40697,4","5232,3","1812,6","4490,3","5533,2","3194,8","1740,1","2077,2","1761,3","2145,9","2188,6","1346,9","1581,7","1945,3","2992,4","8634,1","10404,5","2312,1","1488,9","6828,3","5720,4","0,0","0,0","1426,6","3483,6","1064,1","1466,1","669,1","989,7","580,8","879,5","876,4","799,9"
02-01-2018,01 - 02,"39809,0","5065,8","1767,7","4399,8","5362,4","3150,4","1731,7","2055,1","1651,3","2104,0","2124,1","1327,9","1529,7","1922,4","2764,2","8489,6","10418,6","2275,9","1478,3","6635,5","5592,2","0,0","0,0","1365,6","3524,5","1018,9","1364,0","650,1","1009,6","571,2","789,2","854,1","801,9"
02-01-2018,02 - 03,"39576,3","5003,1","1794,5","4365,1","5072,4","3120,7","1738,4","2034,1","1666,4","2085,2","2177,0","1325,8","1540,6","1915,2","2702,3","8482,8","10401,9","2304,4","1462,6","6560,7","5664,3","0,0","0,0","1377,1","3554,9","1002,9","1334,1","651,7","1050,5","564,7","786,8","957,6","810,9"
02-01-2018,03 - 04,"39742,9","5003,7","1774,1","4370,4","5093,1","3112,4","1741,1","2029,3","1650,6","2083,6","2122,7","1322,3","1542,6","1922,7","2697,3","8531,1","10391,1","2281,2","1475,8","6643,0","5764,3","0,0","0,0","1421,5","3515,9","1022,3","1344,6","667,6","1077,6","579,6","858,4","858,2","812,9"
02-01-2018,04 - 05,"40640,3","5069,8","1787,8","4404,7","5407,1","3119,2","1757,9","2042,5","1703,4","2088,6","2301,9","1351,7","1938,9","1957,2","2897,4","8672,5","10391,0","2330,5","1501,9","7062,1","5842,0","0,0","0,0","1480,3","3153,0","1061,2","1316,2","704,4","1095,9","622,6","1012,8","928,4","807,0"
02-01-2018,05 - 06,"42929,4","5321,9","1809,0","4496,5","6768,6","3214,3","1890,8","2033,0","1964,2","2173,5","2677,1","1388,3","2353,5","2029,5","3208,0","9097,4","10406,2","2484,5","1538,0","8006,5","5995,2","0,0","0,0","1513,7","2586,4","1170,2","1305,7","784,3","1294,4","735,2","1028,6","1135,6","772,9"
02-01-2018,06 - 07,"47823,5","6492,7","2513,8","4836,5","7950,3","3308,2","2328,7","2125,7","2506,2","2281,5","3575,1","1446,5","3249,4","2087,6","4294,3","10278,0","10417,4","3030,9","1116,7","8540,5","6231,9","0,0","0,0","1814,6","2287,3","1567,1","1281,0","896,9","1412,0","868,4","1026,9","1341,0","735,0"
02-01-2018,07 - 08,"53822,3","7056,7","2890,3","5526,8","9012,3","3445,6","2768,1","2253,3","3607,1","2484,8","5171,0","1498,7","3629,9","2249,0","5807,1","11301,2","10560,9","4437,9","1091,7","8831,9","6491,9","0,0","0,0","2745,0","2088,5","1883,3","702,5","975,2","1442,8","967,0","1115,7","1479,2","755,8"
02-01-2018,08 - 09,"56738,9","7268,9","2998,0","5676,0","8963,0","3535,0","2958,5","2315,9","3763,9","2541,9","5792,1","1536,0","3760,5","2277,4","6335,9","11711,0","10721,6","4643,8","1058,8","8808,9","6830,2","0,0","0,0","3751,9","2690,7","2250,2","874,1","1004,8","1482,2","996,2","1115,9","1843,2","815,7"
02-01-2018,09 - 10,"57180,6","7317,0","3054,8","5688,7","8977,4","3530,1","3069,8","2331,2","3849,4","2546,5","5949,5","1555,2","3850,0","2315,7","6624,0","11699,9","10801,5","4657,3","1034,5","8688,7","6856,5","0,0","0,0","3741,9","2202,5","2464,0","966,1","1020,0","1479,3","1007,4","1113,6","2069,0","803,7"
02-01-2018,10 - 11,"57382,3","7336,4","3068,5","5685,3","9006,0","3547,6","3129,5","2331,6","3870,0","2539,1","6033,7","1557,0","3722,3","2346,7","6728,0","11926,2","10969,4","4682,9","1015,3","8719,8","6895,7","0,0","0,0","3724,7","1984,0","2444,7","982,5","1026,3","1478,6","1007,7","1282,6","2073,9","783,8"
02-01-2018,11 - 12,"57314,9","7319,7","3070,6","5652,7","8993,5","3538,5","3123,4","2322,9","3869,2","2534,9","6031,7","1559,9","3727,7","2360,6","6721,4","11951,8","10964,9","4689,7","993,4","8739,2","6921,8","0,0","0,0","3690,5","1909,4","2434,6","987,9","1025,7","1475,3","1002,7","1332,8","2061,2","761,6"
02-01-2018,12 - 13,"57188,0","7276,5","3041,2","5590,4","8950,5","3509,6","3109,3","2322,6","3854,9","2493,9","6273,8","1568,2","3704,5","2355,2","6678,9","11972,7","10864,2","4675,4","977,6","8708,5","6874,1","0,0","0,0","3620,5","1874,0","2423,6","985,0","1032,8","1468,4","1018,0","1241,0","2080,2","750,7"
02-01-2018,13 - 14,"57072,4","7252,3","3039,7","5563,0","8936,8","3490,3","3100,4","2326,2","3844,9","2450,3","6249,9","1578,3","3687,5","2358,6","6703,1","11943,9","10721,4","4727,3","965,6","8680,9","6992,1","0,0","0,0","3619,0","1852,7","2418,2","978,9","1032,4","1467,9","1019,1","1234,8","2063,6","747,7"
02-01-2018,14 - 15,"57173,4","7265,1","3048,2","5549,8","8963,3","3498,3","3109,5","2335,4","3860,0","2483,2","6328,1","1596,6","3742,2","2334,4","6725,2","11957,2","10430,4","4743,4","956,2","8805,7","6951,5","0,0","0,0","3609,7","2073,9","2382,8","986,0","1058,0","1469,6","1032,4","1324,0","2063,8","747,7"
02-01-2018,15 - 16,"57619,7","7389,8","3049,5","5605,7","8940,9","3516,8","3114,6","2335,5","3905,7","2506,9","6382,6","1620,9","4073,1","2335,5","6798,7","12273,0","10237,0","4803,3","952,3","8883,3","7078,6","0,0","0,0","3613,1","2100,0","2402,3","998,9","1087,4","1469,9","1082,8","1601,9","2108,7","861,3"
02-01-2018,16 - 17,"58186,2","7513,3","3078,7","5702,2","8867,3","3521,6","3110,6","2312,7","3905,3","2558,8","6424,3","1616,2","4300,0","2323,5","6848,1","12546,7","10092,1","4922,2","952,2","8757,3","7310,9","0,0","0,0","3833,5","2303,1","2526,6","1009,8","1088,8","1478,5","1072,6","1613,7","2128,4","1129,8"
02-01-2018,17 - 18,"58322,1","7495,5","3081,3","5679,7","8879,8","3484,0","3116,7","2286,4","3900,7","2537,0","6400,4","1608,5","4306,3","2315,3","6896,4","12603,8","9980,3","4952,3","948,9","8635,7","7308,9","0,0","0,0","4025,2","2491,7","2698,7","1001,6","1071,6","1486,2","1045,9","1613,7","2090,1","1116,8"
02-01-2018,18 - 19,"57528,1","7408,2","3073,0","5615,3","8886,1","3465,0","3110,6","2252,7","3872,6","2507,5","6399,9","1574,0","4210,6","2257,1","6892,1","12354,7","9818,0","4850,7","947,6","8779,8","6927,5","0,0","0,0","3839,0","2598,9","2606,6","1041,0","1048,8","1489,3","1017,4","1621,4","2037,8","726,0"
02-01-2018,19 - 20,"56123,1","7320,3","3060,0","5516,2","8935,3","3423,9","3020,0","2228,1","3792,0","2466,5","6217,8","1546,9","3864,6","2209,2","6865,0","12040,8","9592,1","4761,5","943,5","8587,2","6584,2","0,0","0,0","3385,7","2300,0","2115,0","995,0","1010,8","1491,6","973,7","1195,2","1981,5","711,0"
02-01-2018,20 - 21,"53535,3","7218,9","2959,4","5439,7","8909,3","3385,8","2726,1","2216,5","3588,0","2429,7","5772,9","1501,7","3707,1","2128,6","6366,9","11592,8","9317,4","4588,7","939,8","8180,1","6498,6","0,0","0,0","2524,0","1819,9","1828,2","926,6","956,6","1496,2","916,5","1084,7","1895,1","690,0"
02-01-2018,21 - 22,"50396,4","7104,9","2758,4","5008,2","8572,4","3366,6","2376,9","2183,2","3328,7","2367,5","4151,5","1492,6","3502,9","2035,2","5777,6","11106,7","9214,0","3820,8","935,5","8254,0","6055,8","0,0","0,0","1832,2","2328,1","1605,3","1407,6","891,2","1499,8","822,6","1082,1","1743,4","653,0"
02-01-2018,22 - 23,"48271,5","6859,8","2693,3","4861,3","7910,8","3389,7","2235,2","2163,6","2841,3","2314,3","3698,0","1453,5","3276,6","1998,0","4910,2","10656,7","9174,4","3664,4","1035,8","8001,5","6024,6","0,0","0,0","1561,6","2865,9","1437,4","1524,8","831,8","1500,6","739,8","1082,0","1593,1","764,0"
02-01-2018,23 - 00,"46069,1","6366,2","2451,6","4917,1","7340,4","3375,4","2196,3","2112,7","2530,6","2235,9","3449,2","1405,0","2844,4","1940,9","4167,7","10121,8","9153,2","3484,2","1013,9","7459,2","5971,6","0,0","0,0","1422,7","3327,0","1302,2","1531,0","775,3","1418,3","673,8","992,5","1525,2","729,9"
03-01-2018,00 - 01,"42805,4","5196,2","1847,6","4445,5","6494,2","3283,0","1983,2","2044,4","2379,0","2184,9","3328,6","1372,1","1582,0","1985,9","3425,7","9640,7","9191,5","3380,5","987,1","6754,6","5968,8","0,0","0,0","1192,6","3634,1","1131,7","1499,5","731,3","1200,5","604,4","1070,3","1350,1","705,8"
03-01-2018,01 - 02,"41578,7","5072,3","1832,1","4288,3","6233,1","3230,2","1912,4","2008,8","2100,4","2121,1","2871,5","1353,3","1569,4","1955,5","3279,4","9408,9","9168,8","3152,5","1013,4","6496,9","5939,0","0,0","0,0","1238,5","3699,9","1065,0","1434,6","711,1","1194,6","591,7","1070,1","1314,8","694,8"
03-01-2018,02 - 03,"41048,8","5027,8","1853,9","4224,6","6215,7","3210,3","1892,2","2002,4","1924,6","2109,5","2716,5","1340,7","1566,2","1952,9","3193,3","9296,6","9166,9","2997,5","1048,8","6401,5","5906,7","0,0","0,0","1271,5","3520,6","1032,5","1538,4","711,9","1092,6","590,5","1069,0","1197,9","685,8"
03-01-2018,03 - 04,"40980,8","5010,1","1851,3","4207,0","6198,1","3202,1","1893,4","1996,2","1910,9","2109,8","2705,9","1331,7","1571,4","1958,7","3158,9","9258,3","9184,3","2967,3","1083,1","6438,1","5915,1","0,0","0,0","1398,0","3554,8","1019,0","1591,2","732,9","1052,0","604,0","1068,7","1171,6","688,8"
03-01-2018,04 - 05,"41797,2","5081,7","1869,4","4227,4","6217,1","3225,4","1906,6","2015,2","1996,1","2131,7","2904,6","1348,5","1701,6","2001,5","3260,1","9392,8","9203,8","2999,6","1130,2","6813,0","5960,2","0,0","0,0","1466,5","3605,6","1010,0","1625,9","775,7","1149,3","646,9","1069,3","1141,0","698,8"
03-01-2018,05 - 06,"44036,4","5297,2","1940,6","4310,1","6285,2","3320,3","2190,8","2017,7","2383,6","2190,9","3653,0","1410,8","1772,5","2115,4","3544,7","9829,2","9229,3","3212,0","1179,6","7652,9","6206,4","0,0","0,0","1501,7","3731,8","1089,0","1659,9","853,1","1130,0","762,4","1249,1","1329,3","742,6"
03-01-2018,06 - 07,"49114,0","6498,6","2606,6","4723,5","6691,5","3387,5","2467,9","2066,6","2934,0","2356,1","3971,3","1478,5","2639,8","2282,8","4740,3","10814,5","9268,7","3579,0","1220,9","8152,2","6405,6","0,0","0,0","1548,1","4147,1","1342,3","1848,3","992,3","1285,3","896,7","1161,8","1892,1","621,7"
03-01-2018,07 - 08,"52940,1","7029,7","2724,6","5323,8","7569,3","3567,8","2646,8","2221,1","3406,9","2519,4","4578,4","1531,1","2918,4","2578,0","5976,9","11800,0","9367,1","3900,0","1268,5","8436,5","6511,7","0,0","0,0","1740,9","4104,4","1551,5","1905,6","1093,4","1307,1","1003,5","1251,4","2028,9","788,5"
03-01-2018,08 - 09,"54267,3","7219,8","2873,3","5462,4","7876,4","3636,6","2658,1","2288,7","3442,8","2579,9","4834,7","1565,7","3016,2","2617,9","6154,9","12207,8","9351,8","3993,3","1301,6","8413,8","6825,0","0,0","0,0","1815,5","4015,5","1582,9","1926,7","1119,5","1305,0","1040,8","1251,1","2099,0","810,5"
03-01-2018,09 - 10,"54559,1","7203,7","2831,6","5461,7","7991,9","3682,0","2620,0","2293,3","3452,5","2585,3","4882,4","1591,0","3049,9","2698,5","6186,4","12180,2","9402,8","3999,4","1337,9","8347,6","6804,3","0,0","0,0","1996,7","4063,5","1609,4","1943,4","1127,3","1304,6","1049,5","1250,7","2123,8","827,5"
03-01-2018,10 - 11,"54724,5","7190,8","2823,9","5478,8","8202,0","3676,6","2630,4","2290,5","3461,4","2590,4","4977,8","1578,8","3106,8","2629,5","6145,1","12332,5","9446,8","4032,2","1358,4","8347,4","6813,4","0,0","0,0","2029,2","3872,0","1663,9","1900,2","1126,9","1301,4","1039,8","1252,0","2123,8","839,5"
03-01-2018,11 - 12,"54524,7","7119,8","2810,7","5469,0","8580,3","3666,7","2611,5","2292,5","3453,6","2577,9","4873,6","1592,3","3022,1","2628,9","6128,9","12312,1","9487,6","4030,5","1350,7","8313,6","6844,3","0,0","0,0","2006,0","3555,7","1712,0","1837,0","1115,4","1298,8","1012,2","1253,7","2102,9","843,3"
03-01-2018,12 - 13,"54363,0","7070,8","2816,1","5428,5","8765,3","3648,9","2582,9","2292,5","3447,9","2537,7","4835,3","1595,7","3007,0","2614,1","6023,2","12261,9","9484,3","4025,5","1325,9","8277,9","6889,1","0,0","0,0","2091,1","3467,9","1718,6","1792,2","1129,2","1295,7","1031,1","1254,8","2119,6","855,5"
03-01-2018,13 - 14,"54384,1","7035,3","2842,2","5442,5","8804,6","3635,3","2613,1","2299,3","3459,0","2524,3","5004,6","1604,7","3107,3","2627,7","6074,9","12163,7","9297,0","4014,9","1295,1","8326,2","6859,2","0,0","0,0","2236,9","3337,2","1709,7","1764,1","1126,7","1295,2","1029,7","1256,6","2096,7","863,5"
03-01-2018,14 - 15,"54794,9","7029,4","2958,3","5454,9","8848,9","3647,9","2777,0","2307,0","3535,0","2528,3","5136,8","1625,5","3248,8","2659,1","6218,0","12147,8","9206,1","4038,7","1253,7","8538,6","6727,5","0,0","0,0","2329,2","3233,8","1730,5","1725,1","1137,4","1295,7","1034,9","1258,5","2085,6","871,6"
03-01-2018,15 - 16,"55731,1","7052,3","2996,7","5554,5","8955,5","3662,4","2863,1","2307,5","3581,2","2567,2","5557,3","1648,3","3466,6","2731,6","6280,3","12390,8","9121,4","4135,7","1219,2","8641,5","6800,1","0,0","0,0","2404,4","3261,4","1740,3","1702,4","1140,0","1296,3","1073,8","1191,9","2123,7","880,6"
03-01-2018,16 - 17,"56529,9","7124,1","3038,9","5626,4","8836,7","3659,6","2924,8","2258,9","3641,1","2582,9","5837,9","1640,6","3676,7","2665,0","6450,3","12585,4","9133,6","4304,7","1190,9","8655,3","6834,8","0,0","0,0","2641,0","3410,9","1870,3","1627,5","1145,9","1297,9","1080,6","1194,9","2146,8","890,6"
03-01-2018,17 - 18,"56543,6","7060,7","3048,2","5603,5","8834,6","3623,6","2955,7","2206,7","3645,6","2572,8","5951,8","1636,8","3730,6","2646,4","6443,0","12541,7","8985,8","4328,4","1169,4","8628,9","6816,0","0,0","0,0","2840,3","3442,7","2043,9","1594,4","1117,3","1299,9","1062,9","1201,1","2114,4","909,5"
03-01-2018,18 - 19,"55448,0","6936,6","3017,6","5557,8","8829,1","3591,3","2911,8","2182,9","3612,5","2550,2","5746,1","1601,7","3538,3","2565,9","6288,3","12255,6","8736,5","4242,6","1149,4","8629,0","6733,9","0,0","0,0","2699,6","3374,7","1977,9","1584,0","1083,1","1305,4","1020,5","1208,2","2059,8","918,7"
03-01-2018,19 - 20,"54075,6","6809,5","2965,7","5475,0","8831,7","3553,7","2774,7","2174,8","3546,5","2514,8","5294,9","1578,5","3345,2","2622,7","6168,7","11905,8","8567,8","4169,9","1124,4","8477,1","6744,2","0,0","0,0","2468,6","3160,9","1848,6","1625,1","1054,9","1313,4","972,4","1213,7","1999,3","948,7"
03-01-2018,20 - 21,"52109,8","6715,9","2916,7","5407,5","8633,5","3533,4","2560,8","2150,8","3373,0","2484,8","4947,8","1532,6","3038,3","2551,2","5853,2","11434,1","8610,6","4046,0","1092,6","8096,6","6585,9","0,0","0,0","2212,0","2972,2","1701,9","1599,3","994,6","1319,1","913,8","1215,0","1896,6","953,8"
03-01-2018,21 - 22,"50407,8","6576,7","2864,0","5247,8","8475,6","3471,2","2452,2","2106,6","3284,5","2421,4","4495,1","1507,0","2796,0","2399,6","5528,4","10896,6","8649,5","3926,5","1068,0","8178,5","6336,6","0,0","0,0","1955,0","2973,6","1615,6","1558,5","924,1","1271,8","836,7","1124,7","1744,0","928,8"
03-01-2018,22 - 23,"48050,6","6252,9","2662,8","5120,7","7990,4","3477,9","2357,5","2100,8","2874,8","2377,2","4210,8","1479,3","2483,3","2192,1","4846,4","10243,0","8586,9","3740,5","1050,4","7968,9","6122,6","0,0","0,0","1711,9","2955,7","1458,2","1580,3","852,8","1281,5","741,4","1033,5","1310,1","990,8"
03-01-2018,23 - 00,"44919,7","5754,5","2350,7","4967,9","7353,2","3472,5","2038,2","2048,0","2347,6","2291,6","3774,6","1445,1","2260,9","2078,7","4116,7","9587,8","8542,7","2914,6","1036,0","7512,0","5993,8","0,0","0,0","1535,2","2934,5","1311,8","1610,7","796,7","1124,7","670,7","945,5","1037,6","994,9"
04-01-2018,00 - 01,"42261,8","4962,8","1895,8","5295,1","6449,5","3359,3","1954,7","2016,5","2333,1","2213,7","3037,4","1404,6","1591,7","2009,0","3285,9","8659,8","9733,3","2712,5","903,7","7044,0","5857,7","0,0","0,0","1432,8","2866,3","1151,7","1520,1","748,0","1060,4","649,0","1178,0","959,7","950,9"
04-01-2018,01 - 02,"41195,5","4815,8","1886,4","5190,1","6019,5","3301,2","1875,8","1981,6","2175,7","2166,2","2763,3","1391,4","1580,3","1957,5","3173,8","8474,9","9776,1","2661,8","998,3","6840,1","5831,3","0,0","0,0","1325,5","2913,5","1089,4","1523,3","725,4","1063,4","632,5","1178,1","1155,3","949,9"
04-01-2018,02 - 03,"40732,5","4746,7","1885,8","5161,5","5620,8","3268,8","1830,6","1978,9","1976,7","2121,5","2673,8","1380,3","1574,1","1947,0","3140,1","8403,3","9837,5","2654,7","1170,7","6758,2","5803,8","0,0","0,0","1256,7","2934,9","1054,9","1548,1","716,4","1066,7","628,0","1174,1","1147,1","986,3"
04-01-2018,03 - 04,"40758,4","4722,5","1885,1","5167,9","5631,5","3267,8","1840,0","1980,4","1999,4","2111,3","2674,0","1390,5","1579,2","1921,5","3181,1","8433,1","9821,7","2671,2","1175,3","6812,2","5824,2","0,0","0,0","1229,3","2949,7","1051,0","1541,6","724,1","1064,9","638,5","1174,9","1156,4","935,1"
04-01-2018,04 - 05,"41529,0","4789,2","1896,5","5151,9","5736,1","3276,2","1857,9","2000,7","2072,1","2111,6","2903,0","1419,9","1862,0","1945,7","3333,7","8623,7","9809,6","2729,8","983,6","7152,8","5905,6","0,0","0,0","1264,1","2963,4","1063,7","1496,1","762,3","1062,8","674,9","1176,0","989,8","897,9"
