Elspot volumes in {0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elspot volumes in MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 31-12-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hours,Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,FRE Buy,FRE Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
31-03-2018,14 - 15,"43517,3","4653,1","1195,4","4597,0","5874,7","3169,9","1309,2","2057,2","2919,0","2172,7","2538,2","1311,3","3235,4","2034,5","3136,1","10025,6","10485,2","2930,1","874,2","7248,8","6282,9","0,0","0,0","1597,8","3494,8","1235,2","2075,2","875,9","918,3","900,9","769,7","1274,0","975,7"
31-03-2018,15 - 16,"43249,0","4602,9","1190,5","4545,6","5766,7","3150,5","1295,4","2066,1","2882,9","2154,2","2493,0","1330,0","3229,8","2052,3","3096,9","9912,6","10488,8","2880,7","892,1","7320,6","6273,0","0,0","0,0","1617,9","3508,9","1228,1","2052,1","880,3","921,9","893,0","770,3","1268,8","1041,3"
31-03-2018,16 - 17,"43332,3","4579,7","1195,3","4554,5","5686,1","3137,9","1281,8","2071,4","2854,1","2142,0","2536,2","1345,9","3231,1","2082,3","3126,1","9902,2","10489,1","2856,9","919,5","7482,2","6231,2","0,0","0,0","1711,3","3606,3","1261,2","2096,2","882,9","923,4","882,8","771,2","1265,8","1211,4"
31-03-2018,17 - 18,"43994,3","4657,7","1209,3","4634,9","5795,7","3148,3","1302,6","2092,5","2892,1","2157,4","2588,1","1371,7","3254,8","2049,6","3215,6","9973,8","10451,5","2884,3","998,7","7678,5","6138,3","0,0","0,0","1797,5","3815,0","1373,6","2158,1","902,1","922,2","885,7","772,9","1274,4","1367,1"
31-03-2018,18 - 19,"44773,7","4778,5","1248,5","4750,8","6240,4","3196,8","1384,1","2108,2","2987,6","2197,9","2905,5","1372,2","3304,1","2053,7","3385,1","10141,3","10546,0","2895,6","949,8","7889,4","5956,8","0,0","0,0","1774,1","3741,2","1460,7","2109,0","929,2","924,8","926,7","774,9","1293,5","1310,8"
31-03-2018,19 - 20,"45551,3","4914,9","1249,1","4844,2","6800,4","3234,9","1399,7","2138,4","3003,0","2233,4","3149,9","1382,1","3345,1","2058,9","3473,0","10303,5","10583,5","2936,6","955,0","7888,5","6054,8","0,0","0,0","1722,3","3481,5","1453,4","2056,4","958,3","924,8","913,8","777,4","1364,7","1094,3"
31-03-2018,20 - 21,"45760,0","4975,0","1255,4","4872,5","6782,8","3247,4","1375,8","2148,1","3012,4","2238,2","3161,8","1385,2","3349,1","2067,0","3382,4","10553,5","10624,0","2980,2","957,2","7649,6","6409,7","0,0","0,0","1706,2","3422,3","1443,4","2027,1","941,6","927,2","886,3","777,1","1340,6","970,5"
31-03-2018,21 - 22,"45059,8","4981,1","1250,3","4830,7","6326,2","3221,1","1332,9","2141,5","3018,7","2221,6","2898,2","1387,2","3319,4","2078,5","3304,4","10339,6","10639,6","2866,4","1110,1","7801,7","6503,5","0,0","0,0","1605,6","3350,1","1370,8","2004,2","878,6","924,6","808,8","548,9","1216,3","1218,4"
31-03-2018,22 - 23,"43987,4","4837,1","1207,9","4749,4","6105,3","3197,5","1319,0","2119,5","3002,9","2207,8","2565,8","1369,5","2990,9","2065,6","3063,3","9967,6","10583,5","2731,2","1197,5","7821,8","6441,2","0,0","0,0","1553,5","3267,9","1366,9","1990,9","827,4","929,2","740,6","550,5","1089,6","1429,2"
31-03-2018,23 - 00,"42895,2","4780,8","1152,3","4675,9","5795,7","3157,1","1277,7","2089,9","2922,0","2185,5","2354,3","1339,5","2032,1","2032,0","2672,9","9695,9","10556,5","2622,5","1178,4","7532,1","6754,9","0,0","0,0","1491,2","3281,8","1292,9","2000,5","777,2","930,9","698,6","551,5","980,9","1890,5"
01-04-2018,00 - 01,"42111,5","4730,9","1087,6","4713,0","5890,4","3073,3","1225,2","2044,9","2949,1","2190,1","2525,8","1330,3","1777,5","2048,6","2349,9","9473,0","10426,4","2506,2","1120,1","7222,9","6602,6","0,0","0,0","1535,9","3257,7","1242,4","1944,3","735,5","964,8","661,6","542,5","935,2","1779,9"
01-04-2018,01 - 02,"41465,5","4690,3","1093,3","4653,6","5726,7","3046,5","1191,2","2021,3","2890,2","2151,9","2403,0","1322,7","1747,8","2041,2","2254,3","9326,8","10413,4","2450,5","1127,5","7084,4","6509,8","0,0","0,0","1490,9","3196,5","1185,4","1947,0","715,9","970,0","636,2","543,8","895,8","1698,9"
01-04-2018,02 - 03,"41302,2","4675,0","1080,6","4655,2","5626,1","3047,7","1191,7","2009,9","2882,1","2144,9","2345,8","1321,5","1567,4","2044,3","2229,5","9331,5","10433,9","2422,6","1150,4","7012,7","6506,2","0,0","0,0","1480,0","3252,8","1158,7","1982,9","706,7","975,9","627,9","545,7","884,4","1752,0"
01-04-2018,03 - 04,"41226,7","4676,6","1083,2","4661,8","5618,3","3059,7","1193,1","2010,9","2884,8","2151,1","2334,8","1320,9","1557,6","2045,6","2182,1","9280,5","10444,9","2389,1","1175,3","7007,0","6463,3","0,0","0,0","1484,8","3253,1","1141,6","1983,3","717,3","981,2","623,4","547,0","888,7","1757,0"
01-04-2018,04 - 05,"41366,9","4692,6","1072,3","4688,0","5696,4","3073,4","1201,9","2016,2","2898,3","2158,0","2382,9","1324,4","1559,5","2055,1","2238,6","9275,1","10467,2","2386,4","1186,8","7052,2","6496,3","0,0","0,0","1499,5","3266,4","1141,3","1956,4","727,3","984,6","633,2","598,7","895,6","1612,0"
01-04-2018,05 - 06,"41689,7","4755,2","1061,0","4720,6","5918,2","3099,0","1196,8","2020,7","2890,0","2178,9","2296,9","1330,9","1552,3","2060,9","2356,9","9303,9","10468,0","2404,7","1236,6","7081,9","6467,2","0,0","0,0","1576,6","3342,4","1156,4","2004,8","738,2","984,1","623,5","599,4","935,1","1611,9"
01-04-2018,06 - 07,"42240,2","4860,1","1064,4","4770,8","6118,3","3120,1","1199,0","2052,8","2917,5","2209,5","2486,2","1351,5","1718,3","2069,3","2687,6","9313,8","10454,4","2460,7","1299,2","7080,9","6453,5","0,0","0,0","1723,4","3368,8","1227,3","1963,9","757,4","984,9","641,9","826,9","1016,4","1113,0"
01-04-2018,07 - 08,"43159,5","5070,2","1306,4","4858,8","6049,1","3159,6","1203,9","2053,1","2921,4","2234,2","2469,9","1368,9","2505,6","2035,9","2932,8","9466,3","10454,8","2556,0","1368,0","7225,0","6279,1","0,0","0,0","1844,5","3436,1","1287,0","1943,4","803,0","974,2","719,2","976,8","1108,8","969,0"
01-04-2018,08 - 09,"44003,0","5113,8","1332,4","4928,6","6234,7","3161,5","1250,2","2077,1","2974,7","2265,9","2698,2","1389,9","2906,5","2072,9","3314,0","9729,5","10496,6","2626,8","1084,6","7335,2","6283,2","0,0","0,0","1923,2","3486,7","1378,6","1941,2","855,1","969,6","807,4","796,8","1204,7","1100,8"
01-04-2018,09 - 10,"44849,3","5175,6","1329,1","5023,5","6252,3","3214,7","1283,1","2091,8","2992,0","2313,1","2720,3","1391,1","3104,4","2075,1","3371,1","10032,6","10477,5","2742,3","1451,3","7415,6","6318,4","0,0","0,0","1918,7","3526,9","1455,2","1901,2","887,3","969,7","846,9","798,7","1238,5","1326,0"
01-04-2018,10 - 11,"45106,6","5153,5","1331,3","5016,9","6183,3","3243,9","1270,6","2105,0","2984,0","2305,2","2677,1","1383,8","3248,0","2056,6","3373,6","10188,4","10476,1","2822,9","1437,4","7447,7","6315,6","0,0","0,0","1894,7","3748,7","1488,0","1932,3","899,2","974,3","850,5","801,1","1223,1","1326,0"
01-04-2018,11 - 12,"44612,8","5071,4","1306,7","4944,1","5915,9","3196,7","1220,0","2107,2","2957,3","2258,1","2526,4","1358,9","3231,2","2083,0","3351,0","10126,7","10458,3","2847,8","1438,7","7322,2","6311,1","0,0","0,0","1792,8","3844,1","1502,2","1925,2","899,9","983,9","840,2","754,5","1194,0","1320,9"
01-04-2018,12 - 13,"43958,9","4914,7","1299,0","4843,4","5692,2","3163,4","1186,4","2094,2","2910,9","2207,8","2432,8","1346,2","3167,8","2176,1","3166,3","10028,3","10459,8","2831,6","1389,3","7192,7","6355,5","0,0","0,0","1677,2","3866,5","1483,3","1933,6","891,2","994,7","827,8","756,4","1173,3","1240,0"
01-04-2018,13 - 14,"43239,1","4771,0","1287,7","4747,9","5474,9","3154,5","1155,8","2084,4","2823,8","2175,7","2342,7","1341,4","3032,8","2131,6","3006,4","9870,5","10462,5","2807,7","1322,9","7104,3","6383,5","0,0","0,0","1603,9","3864,4","1446,2","1941,7","879,6","1010,9","811,3","755,4","1154,4","1219,0"
01-04-2018,14 - 15,"42646,9","4633,2","1278,6","4651,4","5252,3","3136,6","1123,9","2080,8","2752,0","2128,5","2239,1","1333,9","2910,5","2110,3","2903,5","9725,0","10459,2","2762,0","1302,1","7053,1","6356,3","0,0","0,0","1607,8","3935,0","1424,3","1968,5","863,4","1025,9","801,2","753,2","1138,6","1190,0"
01-04-2018,15 - 16,"42487,7","4570,6","1276,8","4626,8","5197,3","3142,5","1116,2","2113,1","2723,4","2107,6","2212,1","1331,2","2871,8","2119,8","2866,6","9656,1","10453,9","2736,3","1306,5","7052,7","6337,3","0,0","0,0","1613,0","4005,9","1418,0","2003,6","870,4","1039,0","793,5","752,5","1144,0","1132,7"
01-04-2018,16 - 17,"42807,1","4579,2","1282,1","4603,5","5250,8","3129,8","1127,4","2101,7","2730,3","2104,7","2334,9","1339,2","2912,9","2143,9","2916,8","9697,9","10452,7","2746,2","1313,0","7167,7","6297,5","0,0","0,0","1739,4","4049,0","1453,9","2019,3","873,5","1051,6","797,0","751,2","1151,9","1140,0"
01-04-2018,17 - 18,"43531,3","4646,2","1301,5","4670,8","5603,9","3164,8","1189,3","2113,7","2821,5","2140,7","2484,3","1349,3","3160,4","2083,8","2892,6","9815,6","10447,0","2768,1","1337,2","7274,7","6214,1","0,0","0,0","1954,9","4022,0","1548,7","1990,3","883,6","1062,3","805,8","750,5","1163,1","1106,9"
01-04-2018,18 - 19,"44349,5","4771,6","1277,0","4757,6","5987,2","3186,9","1263,0","2134,8","2929,5","2193,1","2653,6","1344,1","3387,6","1972,3","3036,6","9970,9","10458,3","2864,9","1329,6","7502,7","6030,8","0,0","0,0","2052,2","4027,2","1586,6","1969,1","891,2","1066,6","807,4","839,2","1183,0","964,0"
01-04-2018,19 - 20,"45122,8","4869,2","1291,9","4865,4","6372,1","3194,3","1299,5","2157,9","2956,5","2223,8","2835,9","1384,3","3418,5","1995,2","3180,9","10196,7","10476,9","2944,7","1335,3","7560,7","6088,6","0,0","0,0","2053,1","3915,5","1568,3","1951,2","922,7","1071,7","858,1","893,4","1221,5","928,0"
01-04-2018,20 - 21,"45610,4","5041,1","1295,6","4942,7","6638,5","3210,5","1299,8","2166,6","2985,9","2233,9","2950,5","1383,5","3436,9","2049,0","3277,5","10345,7","10489,6","2987,0","1314,5","7410,4","6326,5","0,0","0,0","1981,6","3688,5","1551,9","1906,6","907,8","1079,2","853,2","746,0","1259,7","889,0"
01-04-2018,21 - 22,"45311,9","5064,1","1287,3","4934,0","6511,8","3194,4","1275,4","2159,2","2985,7","2224,0","2811,0","1390,4","3426,3","2036,5","3253,6","10202,1","10557,4","2939,7","1284,4","7600,5","6477,9","0,0","0,0","1887,0","3572,3","1493,0","1868,8","852,3","1086,2","787,5","515,6","1179,0","1030,0"
01-04-2018,22 - 23,"43918,9","4971,2","1190,4","4837,9","6379,7","3147,1","1263,9","2131,9","2957,0","2212,5","2591,6","1377,0","2606,5","1990,6","3060,3","9752,6","10520,1","2752,2","1170,8","7570,4","6577,1","0,0","0,0","1774,4","3464,2","1401,1","1850,6","793,4","1093,6","721,2","512,7","1086,0","1281,0"
01-04-2018,23 - 00,"42683,3","4847,8","1186,1","4769,0","5904,9","3139,4","1206,6","2101,3","2905,0","2196,5","2306,7","1377,3","2329,6","1983,6","2663,4","9373,9","10509,6","2611,7","1113,6","7287,7","6636,2","0,0","0,0","1681,9","3290,6","1313,2","1802,6","755,5","1095,5","691,3","454,7","1018,9","1743,9"
02-04-2018,00 - 01,"41067,7","4640,1","1029,2","4704,8","5604,3","3055,0","1209,4","2047,5","2745,5","2182,6","2355,0","1334,2","1690,7","2020,6","2240,3","8944,9","10482,6","2440,4","1092,7","7061,5","6465,6","0,0","0,0","1503,8","3256,6","1144,0","1790,7","696,8","1243,5","643,6","360,3","954,6","1808,0"
02-04-2018,01 - 02,"40262,3","4561,3","1022,9","4625,2","5501,3","3024,3","1173,1","2029,2","2629,3","2140,3","2268,6","1331,7","1627,5","1999,8","2187,9","8761,9","10483,6","2396,3","1084,4","6869,0","6449,4","0,0","0,0","1436,4","3144,3","1093,5","1792,0","689,6","1279,0","620,3","358,9","1148,4","1725,0"
02-04-2018,02 - 03,"39966,6","4515,7","1023,1","4636,0","5486,8","3014,7","1040,9","2013,7","2611,1","2138,4","2276,2","1327,1","1614,8","1979,1","2127,4","8706,9","10464,2","2391,0","1076,6","6788,9","6466,7","0,0","0,0","1397,4","3043,8","1064,9","1778,4","686,9","1318,1","607,5","357,4","1132,3","1715,0"
02-04-2018,03 - 04,"39961,8","4539,8","1024,5","4650,8","5505,1","3019,1","1038,0","2011,6","2613,6","2140,2","2287,2","1330,6","1612,0","1970,9","2198,1","8693,3","10467,4","2389,0","1079,9","6781,7","6507,5","0,0","0,0","1386,4","3045,8","1077,3","1760,4","704,4","1346,4","608,1","357,5","1222,7","1682,5"
02-04-2018,04 - 05,"40267,8","4587,6","1025,8","4694,5","5554,5","3030,4","1154,6","2019,2","2632,7","2145,5","2319,3","1341,6","2014,4","1972,8","2436,4","8744,8","10545,7","2429,7","1083,4","6834,3","6132,7","0,0","0,0","1409,5","3071,6","1064,7","1721,9","753,4","1351,6","626,4","358,1","1143,3","1395,0"
02-04-2018,05 - 06,"40950,6","4701,1","1142,4","4760,7","5697,0","3059,6","1232,0","2029,4","2862,0","2162,5","2207,9","1364,6","2127,0","1985,7","2726,4","8890,5","10571,3","2498,4","1085,7","6876,0","5649,2","0,0","0,0","1516,7","3204,6","1111,5","1704,6","847,9","1398,5","634,8","359,5","944,6","1415,9"
02-04-2018,06 - 07,"42165,0","4894,8","1202,1","4863,0","6131,0","3083,3","1295,4","2070,1","2941,5","2247,0","2515,6","1389,6","2292,0","2076,4","3436,0","9174,2","10544,6","2657,9","1099,1","6793,9","5455,1","0,0","0,0","1711,6","3162,5","1203,2","1683,3","969,5","1484,5","652,0","590,1","1015,3","969,0"
02-04-2018,07 - 08,"43369,0","5147,8","1305,8","4972,5","5934,2","3132,7","1334,0","2076,6","2909,4","2289,4","2667,4","1405,5","2772,9","2067,6","3792,1","9552,7","10539,0","2804,5","1173,0","6893,9","5632,5","0,0","0,0","1763,8","3268,7","1262,0","1687,9","1080,2","1506,8","745,4","783,0","1123,1","1011,0"
02-04-2018,08 - 09,"44647,4","5287,8","1354,9","5080,1","6463,1","3158,4","1367,0","2097,1","2975,1","2340,2","2949,3","1439,4","2877,4","2113,2","4077,5","9893,4","10525,5","2916,5","1251,3","7103,6","5569,7","0,0","0,0","1897,8","3315,8","1319,9","1634,5","1140,8","1500,8","837,4","931,4","1211,7","1044,0"
02-04-2018,09 - 10,"45416,5","5374,4","1352,1","5162,9","6679,5","3180,7","1391,3","2131,2","3005,7","2374,1","3032,2","1450,3","3181,9","2098,6","4197,7","10198,6","10498,5","3009,3","1259,6","7192,8","5603,8","0,0","0,0","1853,7","3338,9","1389,9","1665,8","1143,7","1495,9","884,1","934,3","1264,9","1072,0"
02-04-2018,10 - 11,"45655,4","5371,8","1325,8","5157,0","6764,6","3202,5","1366,7","2141,2","3009,8","2369,3","3052,0","1450,8","3396,8","2086,5","4207,5","10324,3","10470,3","3027,5","1258,3","7295,7","5543,7","0,0","0,0","1803,9","3344,2","1424,9","1685,9","1127,6","1489,3","895,6","940,3","1270,6","1094,0"
02-04-2018,11 - 12,"45202,1","5285,0","1298,8","5098,0","6478,8","3196,7","1365,7","2136,7","3001,7","2332,1","2969,0","1434,0","3382,6","2130,4","4159,2","10255,2","10452,9","3000,0","1206,2","7220,6","5577,4","0,0","0,0","1717,3","3310,0","1396,1","1710,8","1109,6","1484,4","885,2","946,6","1255,1","1107,9"
02-04-2018,12 - 13,"44451,0","5123,9","1290,8","5005,4","6100,7","3179,1","1343,6","2122,4","2981,2","2289,3","2786,4","1424,3","3345,8","2167,0","4045,4","10078,4","10445,6","2947,0","1181,1","7086,5","5589,0","0,0","0,0","1646,2","3292,5","1381,5","1734,0","1115,2","1475,0","875,1","951,7","1233,5","1112,0"
02-04-2018,13 - 14,"43515,3","5013,6","1245,5","4916,0","5823,0","3138,9","1293,3","2113,8","2953,3","2205,5","2530,5","1400,8","3312,4","2091,1","3810,6","9854,1","10465,0","2852,7","1156,0","6974,1","5536,6","0,0","0,0","1606,8","3258,0","1347,9","1743,0","1091,7","1475,1","862,2","952,8","1199,9","1114,0"
02-04-2018,14 - 15,"42946,2","4905,1","1193,4","4848,4","5610,5","3135,4","1228,2","2092,2","2854,7","2182,2","2366,8","1389,7","3201,5","2080,2","3630,4","9713,5","10445,4","2793,1","1140,9","6881,6","5837,9","0,0","0,0","1596,1","3194,9","1328,9","1731,4","1078,7","1477,6","849,9","952,5","1188,1","1197,0"
02-04-2018,15 - 16,"42676,3","4840,3","1190,8","4808,8","5564,6","3137,3","1219,5","2119,8","2818,5","2173,7","2351,4","1386,6","3159,1","2064,7","3609,2","9599,2","10448,6","2748,9","1121,7","6823,5","5813,8","0,0","0,0","1648,7","3104,3","1324,9","1662,8","1039,7","1479,4","847,8","952,7","1181,5","1249,0"
02-04-2018,16 - 17,"42930,5","4811,3","1204,2","4791,5","5560,9","3137,4","1247,0","2113,7","2904,1","2163,3","2364,3","1394,4","3395,4","2057,5","3676,1","9630,3","10480,7","2759,0","1115,5","6840,7","5618,9","0,0","0,0","1827,7","3135,7","1403,7","1612,9","1027,3","1481,7","848,3","1093,2","1187,8","1103,3"
02-04-2018,17 - 18,"43784,5","4823,7","1246,6","4810,4","5916,7","3164,6","1330,6","2133,0","2943,3","2200,6","2570,6","1399,8","3506,7","2007,1","3778,5","9806,0","10501,6","2858,5","1101,8","6910,6","5622,7","0,0","0,0","2121,2","3107,5","1549,0","1566,0","1013,1","1481,5","854,8","1182,6","1202,2","997,9"
02-04-2018,18 - 19,"44730,2","4881,8","1276,2","4898,3","6328,4","3158,2","1398,1","2163,8","2982,0","2241,8","2859,7","1392,4","3590,3","1923,7","3981,9","10022,6","10476,2","2974,8","1035,8","7117,3","5704,6","0,0","0,0","2297,1","3118,7","1658,4","1558,1","1015,2","1484,9","867,1","1181,5","1220,3","856,4"
02-04-2018,19 - 20,"45710,1","5022,3","1282,9","5043,0","7138,4","3177,4","1409,3","2186,5","3007,7","2280,0","2981,6","1414,7","3651,5","1973,5","3951,8","10367,7","10483,6","3123,3","1016,0","7163,2","5875,6","0,0","0,0","2304,3","3139,7","1654,2","1555,8","1042,3","1492,8","905,1","1178,8","1264,1","756,1"
02-04-2018,20 - 21,"46243,7","5208,2","1297,0","5148,8","7244,0","3192,3","1382,9","2217,1","3022,8","2315,3","3019,5","1423,0","3686,7","2004,4","4244,2","10689,6","10541,8","3251,9","869,2","6987,0","6163,6","0,0","0,0","2168,7","3096,2","1637,4","1565,8","1022,5","1500,7","881,5","1168,8","1292,4","636,9"
02-04-2018,21 - 22,"45970,7","5249,6","1266,2","5125,2","7203,6","3222,6","1336,1","2224,1","3023,6","2342,4","2910,9","1411,8","3695,5","1995,3","4009,7","10519,2","10506,1","3181,6","921,2","7111,0","6381,1","0,0","0,0","2036,7","3113,1","1551,2","1580,6","934,8","1422,0","813,1","936,4","1169,4","581,9"
02-04-2018,22 - 23,"44730,3","5122,4","1176,6","4997,2","6265,2","3253,6","1303,5","2228,2","2966,5","2333,6","2604,3","1384,9","3565,1","1893,4","3707,4","10068,0","10499,4","3014,5","918,5","7136,7","6621,5","0,0","0,0","1840,7","3162,0","1457,1","1598,9","859,6","1435,4","733,2","786,0","1043,1","755,9"
02-04-2018,23 - 00,"43289,3","4987,5","1102,3","4866,8","5754,9","3203,2","1210,6","2170,3","2897,0","2283,9","2314,6","1352,9","2754,5","1854,9","3346,5","9697,9","10473,4","2924,8","904,2","6954,8","6559,7","0,0","0,0","1649,4","3237,4","1342,9","1625,6","808,4","1437,2","667,6","780,3","1085,7","1452,8"
03-04-2018,00 - 01,"42422,4","4790,2","1006,3","4811,9","5575,4","3225,4","1302,8","2143,3","2948,8","2230,4","2597,7","1317,3","1916,8","1817,2","3218,2","9809,4","10296,9","2889,3","867,3","6735,7","6428,8","0,0","0,0","1484,2","3404,3","1168,1","1718,2","776,9","1270,6","644,2","542,4","938,9","1687,9"
03-04-2018,01 - 02,"41593,7","4706,2","981,2","4694,1","5303,9","3195,2","1231,7","2126,8","2903,4","2148,1","2310,7","1307,0","1916,8","1803,7","2991,0","9743,8","10247,3","2870,5","859,7","6589,2","6446,5","0,0","0,0","1311,5","3474,1","1097,6","1770,0","764,1","1276,5","625,8","542,2","919,3","1647,9"
03-04-2018,02 - 03,"41576,4","4688,7","981,2","4676,7","5256,2","3191,5","1196,3","2118,3","2873,5","2141,4","2228,4","1309,6","1919,0","1808,8","2926,6","9792,8","10236,2","2865,6","868,1","6596,6","6437,9","0,0","0,0","1324,3","3669,9","1062,1","1828,9","760,0","1276,8","620,9","543,1","916,7","1631,9"
03-04-2018,03 - 04,"42068,0","4755,1","983,2","4678,5","5290,9","3224,6","1195,5","2114,6","2882,1","2146,4","2234,6","1315,9","1929,4","1821,7","2998,6","9934,4","10230,3","2870,3","888,0","6738,8","6475,7","0,0","0,0","1415,5","3940,1","1052,2","1908,6","772,6","1273,6","633,5","543,0","931,4","1631,9"
03-04-2018,04 - 05,"43035,9","4846,4","999,1","4720,4","5371,2","3258,4","1227,8","2129,8","2915,4","2191,0","2333,2","1338,0","2394,2","1857,4","3494,0","10160,5","10269,4","2895,5","922,3","7060,4","6481,1","0,0","0,0","1471,5","3889,3","1060,4","1993,6","813,3","1271,8","670,1","542,2","1000,4","1368,9"
03-04-2018,05 - 06,"45304,7","5128,6","1123,4","4817,9","6486,5","3337,1","1364,1","2181,0","3042,3","2255,1","2748,0","1389,8","2512,8","1958,6","4322,9","10686,6","10330,6","3033,7","1004,6","7831,1","6008,1","0,0","0,0","1564,7","4303,8","1114,1","2030,0","902,4","1352,8","793,3","541,5","1198,2","1020,8"
03-04-2018,06 - 07,"49491,9","5927,7","1397,3","5097,8","7467,1","3502,4","1513,4","2238,9","3098,7","2386,4","3904,8","1451,1","3514,9","2022,0","5273,4","11742,4","10407,3","3427,9","787,6","8084,7","5829,2","0,0","0,0","1754,7","4215,4","1314,5","2024,8","1028,6","1347,9","900,9","912,3","1365,0","550,9"
03-04-2018,07 - 08,"53360,1","6629,6","1855,1","5380,6","8109,9","3574,2","1854,7","2359,7","3291,8","2522,4","4801,2","1507,6","4192,7","2199,3","5664,1","12695,5","10542,8","3870,6","847,0","8224,1","6266,2","0,0","0,0","1908,0","3768,7","1507,0","2069,7","1118,2","1337,6","1019,7","1102,1","1528,0","340,9"
03-04-2018,08 - 09,"54343,0","6709,8","1899,8","5389,5","8320,8","3620,1","1993,8","2413,5","3321,8","2568,0","4912,2","1521,7","4381,3","2239,3","5840,6","12815,2","10718,5","4372,5","879,4","8133,3","6385,6","0,0","0,0","1989,0","3647,7","1591,7","1997,1","1142,0","1326,9","1067,0","1296,7","1647,5","297,9"
03-04-2018,09 - 10,"53935,3","6592,3","1933,0","5302,6","8265,2","3587,9","1984,2","2397,0","3343,3","2528,4","4902,7","1517,9","4205,3","2251,0","5849,4","12594,4","10684,1","4327,4","907,6","8041,5","6361,1","0,0","0,0","1962,9","3590,3","1666,5","1890,8","1138,9","1320,7","1057,9","1296,0","1888,0","320,9"
03-04-2018,10 - 11,"53382,0","6413,3","1849,4","5211,0","7782,2","3544,8","1977,8","2367,3","3345,2","2482,8","4761,7","1495,5","4171,6","2219,1","5665,8","12411,4","10665,9","4290,5","931,9","7950,9","6269,3","0,0","0,0","2014,4","4033,2","1759,5","1840,8","1121,8","1316,5","1042,6","1295,8","1895,1","312,9"
03-04-2018,11 - 12,"52573,5","6287,0","1849,1","5106,6","7998,7","3508,5","1898,3","2339,9","3300,8","2426,0","4578,9","1469,4","4100,0","2205,4","5604,4","12145,5","10599,9","4242,1","904,6","7875,5","6125,6","0,0","0,0","1985,5","3683,4","1761,6","1826,3","1103,2","1315,2","1016,2","1276,3","1896,9","307,8"
03-04-2018,12 - 13,"51692,0","6157,7","1786,0","5042,4","7647,3","3492,5","1757,6","2307,1","3281,8","2356,3","4443,0","1456,6","3937,3","2188,3","5478,6","11846,7","10458,8","4163,1","878,0","7752,8","6183,4","0,0","0,0","1944,2","3929,3","1747,3","1800,8","1106,1","1308,2","1037,3","1276,2","1872,8","304,9"
03-04-2018,13 - 14,"51083,0","6014,6","1743,7","5014,4","7707,1","3470,2","1693,5","2277,2","3268,9","2360,2","4346,1","1444,2","3736,2","2148,3","5371,1","11581,1","10433,9","4142,2","848,8","7731,8","6226,9","0,0","0,0","1993,4","3890,7","1739,3","1763,5","1084,4","1299,9","1026,7","1277,1","1932,3","352,9"
03-04-2018,14 - 15,"50607,2","5916,6","1709,6","4977,1","7746,0","3458,8","1671,2","2266,6","3236,8","2371,5","4293,5","1439,1","3610,1","2128,5","5332,8","11414,0","10449,2","4139,3","819,7","7651,3","6232,3","0,0","0,0","1994,9","3816,0","1688,2","1636,5","1067,9","1289,1","1016,1","1095,8","2004,6","595,9"
03-04-2018,15 - 16,"50216,8","5825,9","1711,3","4952,9","7744,5","3468,0","1663,6","2254,0","3210,8","2352,1","4181,7","1438,4","3595,2","2126,2","5309,7","11307,0","10445,6","4150,1","792,5","7567,3","6144,6","0,0","0,0","1957,1","3755,5","1677,7","1594,0","1054,4","1275,8","1007,5","1095,3","1966,4","584,9"
03-04-2018,16 - 17,"49922,0","5773,4","1706,9","4912,1","8116,7","3456,1","1699,9","2240,2","3210,1","2345,3","4126,8","1428,8","3586,4","2107,3","5248,2","11190,6","10592,3","4128,5","765,4","7589,6","5866,7","0,0","0,0","1976,5","3361,9","1662,2","1635,1","1039,0","1262,2","986,6","1095,3","1923,6","485,9"
03-04-2018,17 - 18,"50137,0","5740,6","1717,9","4888,8","8378,3","3392,0","1765,1","2244,4","3258,9","2344,4","4722,5","1437,8","3791,6","2023,4","5160,7","11216,6","10707,2","4166,4","741,9","7629,9","6126,4","0,0","0,0","2125,7","2654,2","1821,0","1112,4","1029,8","1252,7","984,1","1095,6","1910,0","469,5"
03-04-2018,18 - 19,"51256,7","5683,8","1957,0","4895,8","8551,8","3341,8","1875,7","2238,6","3340,8","2344,0","4910,1","1432,7","3953,0","2019,6","5244,4","11284,1","10763,4","4195,0","728,1","7734,4","6220,2","0,0","0,0","2833,4","2617,2","2433,2","1095,0","1030,5","1247,3","970,2","1096,3","1711,1","547,9"
03-04-2018,19 - 20,"51778,1","5755,6","1954,4","4991,5","8568,7","3353,8","1990,7","2258,6","3349,6","2369,1","4947,2","1451,3","3976,1","2029,2","5369,7","11478,3","10843,2","4244,6","723,6","7767,4","6319,4","0,0","0,0","2944,6","2675,8","2034,8","1109,6","1064,8","1244,6","994,5","1005,5","1876,9","536,9"
